0	3.219520	1.000000
1	3.876019	0.999932
2	7.510134	0.000000
3	2.304567	0.999658
4	4.929529	0.000000
5	4.232857	1.000000
6	2.730120	0.984445
7	4.098356	0.000000
8	0.878863	0.097914
9	1.044910	0.714253
10	1.392968	0.067550
11	0.971927	0.697708
12	2.841480	0.002844
13	1.496468	0.029027
14	1.281164	0.110625
15	1.474751	0.565247
16	1.586026	0.884346
17	3.344574	0.000000
18	4.958472	1.000000
19	2.724002	0.000018
20	2.446502	0.984143
21	2.205806	0.165410
22	5.107771	1.000000
23	2.709940	0.000005
24	2.459923	0.007844
25	2.704840	0.999831
26	3.065930	1.000000
27	3.569281	0.000010
28	2.228722	0.027378
29	3.239015	0.000380
30	3.578854	1.000000
31	1.118697	0.782081
32	1.882872	0.985051
33	1.791057	0.994311
34	59.946695	0.000000
35	8.461548	0.000000
36	4.402536	0.999999
37	4.238392	0.999999
38	2.432942	0.000000
39	4.031651	0.999999
